TimeInSeconds,FrameTimeMs,FPS
50.34441,7.21,138.70
50.35162,6.68,149.67
50.35830,7.36,135.79
50.36567,7.06,141.60
50.37273,7.26,137.83
50.37999,6.57,152.11
50.38656,6.66,150.07
50.39322,6.90,145.01
50.40012,7.20,138.85
50.40732,7.07,141.53
50.41439,6.80,147.13
50.42118,7.14,140.14
50.42832,7.62,131.27
50.43594,7.21,138.62
50.44315,6.89,145.11
50.45004,7.23,138.25
50.45728,6.46,154.86
50.46373,7.39,135.29
50.47112,6.90,144.94
50.47802,7.09,141.14
50.48511,6.91,144.80
50.49202,7.23,138.40
50.49924,6.73,148.63
50.50597,7.12,140.50
50.51309,7.14,140.11
50.52022,6.71,149.14
50.52693,7.00,142.95
50.53392,7.22,138.54
50.54114,6.79,147.30
50.54793,7.28,137.44
50.55521,7.38,135.49
50.56259,7.08,141.33
50.56966,7.17,139.49
50.57683,6.77,147.72
50.58360,7.68,130.17
50.59128,6.89,145.21
50.59817,7.09,140.98
50.60526,7.13,140.17
50.61240,6.89,145.14
50.61929,6.99,143.11
50.62628,6.78,147.46
50.63306,6.60,151.45
50.63966,7.57,132.03
50.64723,7.22,138.56
50.65445,6.99,143.02
50.66144,6.66,150.18
50.66810,6.80,146.97
50.67491,7.19,139.04
50.68210,7.08,141.17
50.68918,7.41,135.00
50.69659,7.32,136.66
50.70391,7.60,131.56
50.71151,7.40,135.20
50.71890,7.79,128.32
50.72670,7.20,138.96
50.73389,7.10,140.82
50.74099,7.45,134.14
50.74845,7.75,129.05
50.75620,7.33,136.49
50.76352,7.56,132.27
50.77108,7.44,134.45
50.77852,7.35,136.02
50.78587,7.71,129.76
50.79358,8.19,122.08
50.80177,6.94,144.12
50.80871,7.63,130.98
50.81635,7.01,142.60
50.82336,7.38,135.44
50.83074,7.04,142.10
50.83778,7.03,142.32
50.84481,7.29,137.16
50.85210,8.36,119.60
50.86046,6.98,143.23
50.86744,7.13,140.18
50.87457,7.71,129.69
50.88228,6.66,150.22
50.88894,6.91,144.72
50.89585,7.72,129.59
50.90357,7.83,127.65
50.91140,7.56,132.33
50.91896,7.61,131.45
50.92657,7.06,141.56
50.93363,7.43,134.63
50.94106,7.41,135.00
50.94847,7.32,136.57
50.95579,6.99,143.04
50.96278,7.23,138.36
50.97001,7.49,133.53
50.97750,7.57,132.14
50.98506,7.73,129.41
50.99279,7.64,130.87
51.00043,7.19,139.11
51.00762,7.90,126.52
51.01553,7.08,141.16
51.02261,7.85,127.44
51.03046,7.03,142.17
51.03749,6.49,154.07
51.04398,7.48,133.67
51.05146,6.72,148.81
51.05818,6.60,151.43
51.06479,6.96,143.67
51.07175,7.45,134.29
51.07919,7.20,138.91
51.08639,7.14,140.12
51.09353,7.39,135.34
51.10092,6.41,156.06
51.10732,6.52,153.42
51.11384,7.42,134.76
51.12126,6.88,145.43
51.12814,7.14,140.11
51.13528,6.75,148.06
51.14203,6.82,146.72
51.14885,7.59,131.74
51.15644,7.04,142.02
51.16348,7.34,136.28
51.17082,7.13,140.19
51.17795,6.83,146.43
51.18478,7.45,134.19
51.19223,7.17,139.46
51.19940,7.15,139.81
51.20655,7.28,137.30
51.21384,7.31,136.79
51.22115,7.55,132.43
51.22870,7.55,132.45
51.23625,7.34,136.15
51.24359,6.53,153.08
51.25013,7.08,141.17
51.25721,7.49,133.47
51.26470,7.18,139.30
51.27188,7.14,140.15
51.27902,7.68,130.24
51.28669,6.96,143.58
51.29366,7.51,133.24
51.30116,7.44,134.33
51.30861,7.13,140.25
51.31574,7.09,141.13
51.32282,6.81,146.88
51.32963,7.40,135.17
51.33703,7.36,135.89
51.34439,7.12,140.48
51.35151,7.25,137.96
51.35876,7.55,132.51
51.36630,7.06,141.69
51.37336,8.46,118.22
51.38182,7.69,130.10
51.38951,6.71,148.93
51.39622,6.66,150.07
51.40288,7.14,140.11
51.41002,7.25,137.93
51.41727,6.59,151.71
51.42386,7.40,135.12
51.43126,7.30,137.03
51.43856,7.34,136.30
51.44590,7.34,136.19
51.45324,7.24,138.06
51.46048,6.76,147.86
51.46725,6.94,144.01
51.47419,8.32,120.16
51.48251,7.47,133.89
51.48998,7.06,141.55
51.49705,6.71,149.04
51.50376,7.29,137.26
51.51104,7.56,132.31
51.51860,7.24,138.11
51.52584,7.54,132.71
51.53338,7.17,139.53
51.54054,6.84,146.11
51.54739,7.17,139.51
51.55456,7.35,136.02
51.56191,7.18,139.20
51.56909,7.32,136.66
51.57641,7.33,136.45
51.58374,7.96,125.58
51.59170,7.08,141.30
51.59878,7.60,131.61
51.60638,6.60,151.48
51.61298,7.17,139.41
51.62015,7.85,127.43
51.62800,6.79,147.28
51.63479,7.16,139.66
51.64195,7.24,138.08
51.64919,7.32,136.60
51.65651,7.25,137.90
51.66376,7.61,131.47
51.67137,7.41,135.01
51.67878,7.22,138.53
51.68599,6.69,149.48
51.69268,7.58,131.85
51.70027,7.44,134.46
51.70771,7.39,135.27
51.71510,6.97,143.43
51.72207,7.39,135.25
51.72946,7.77,128.72
51.73723,7.51,133.13
51.74474,7.09,141.11
51.75183,7.39,135.30
51.75922,6.64,150.65
51.76586,7.37,135.63
51.77323,7.36,135.88
51.78059,7.49,133.47
51.78809,7.34,136.27
51.79542,7.00,142.90
51.80242,7.49,133.52
51.80991,7.98,125.27
51.81789,7.05,141.94
51.82494,6.69,149.39
51.83163,7.18,139.20
51.83882,7.55,132.38
51.84637,7.32,136.62
51.85369,7.13,140.21
51.86082,7.27,137.53
51.86809,7.57,132.05
51.87567,7.15,139.84
51.88282,7.79,128.36
51.89061,7.25,137.94
51.89786,7.11,140.58
51.90497,6.83,146.42
51.91180,7.54,132.67
51.91934,7.73,129.29
51.92707,7.35,136.03
51.93442,7.44,134.42
51.94186,6.80,147.04
51.94866,7.20,138.94
51.95586,7.48,133.73
51.96334,7.23,138.29
51.97057,6.81,146.86
51.97738,7.67,130.43
51.98505,7.17,139.50
51.99221,7.28,137.32
51.99950,7.45,134.21
52.00695,7.12,140.42
52.01407,7.34,136.24
52.02141,7.69,130.08
52.02910,7.79,128.31
52.03689,6.83,146.48
52.04372,6.92,144.42
52.05064,7.50,133.42
52.05814,7.43,134.66
52.06556,7.10,140.85
52.07266,7.17,139.43
52.07984,7.67,130.36
52.08751,7.19,139.15
52.09469,7.23,138.26
52.10193,7.66,130.46
52.10959,7.71,129.78
52.11730,6.57,152.26
52.12386,7.12,140.36
52.13099,7.65,130.64
52.13864,7.26,137.73
52.14590,7.60,131.52
52.15351,6.95,143.87
52.16046,7.33,136.38
52.16779,7.86,127.21
52.17565,7.90,126.65
52.18355,7.21,138.63
52.19076,7.10,140.83
52.19786,7.17,139.50
52.20503,7.65,130.75
52.21268,7.49,133.45
52.22017,7.52,133.05
52.22769,7.64,130.84
52.23533,7.14,140.14
52.24247,8.14,122.84
52.25061,7.98,125.25
52.25859,7.68,130.13
52.26627,6.50,153.78
52.27278,7.30,137.02
52.28008,7.97,125.51
52.28804,7.12,140.42
52.29516,7.25,137.89
52.30242,8.14,122.91
52.31055,7.19,139.04
52.31774,8.49,117.82
52.32623,8.25,121.26
52.33448,7.89,126.74
52.34237,6.77,147.63
52.34914,8.33,120.07
52.35747,7.70,129.86
52.36517,7.72,129.53
52.37289,7.72,129.52
52.38061,7.82,127.93
52.38843,8.66,115.50
52.39709,7.71,129.77
52.40480,8.31,120.31
52.41311,8.57,116.74
52.42167,6.64,150.57
52.42831,7.73,129.36
52.43604,7.82,127.94
52.44386,7.18,139.36
52.45104,7.65,130.65
52.45869,7.40,135.13
52.46609,7.67,130.36
52.47376,8.18,122.19
52.48195,7.36,135.95
52.48930,8.62,115.98
52.49792,7.54,132.64
52.50546,7.99,125.09
52.51346,9.77,102.37
52.52323,8.18,122.29
52.53140,7.02,142.55
52.53842,7.56,132.21
52.54598,7.73,129.30
52.55372,7.39,135.38
52.56110,7.97,125.53
52.56907,8.91,112.20
52.57798,6.73,148.54
52.58471,7.54,132.71
52.59225,7.50,133.34
52.59975,7.58,131.97
52.60733,7.76,128.80
52.61509,7.49,133.51
52.62258,7.67,130.32
52.63025,7.74,129.15
52.63800,8.39,119.13
52.64639,7.91,126.48
52.65430,7.23,138.35
52.66153,7.70,129.95
52.66922,7.49,133.49
52.67671,9.38,106.62
52.68609,11.47,87.19
52.69756,6.09,164.26
52.70365,6.82,146.59
52.71047,8.03,124.52
52.71850,7.65,130.69
52.72615,8.10,123.46
52.73425,9.00,111.11
52.74325,7.92,126.27
52.75117,8.65,115.67
52.75982,6.89,145.15
52.76671,8.25,121.25
52.77496,7.59,131.78
52.78254,8.11,123.28
52.79066,7.65,130.78
52.79830,7.72,129.53
52.80602,7.63,131.07
52.81365,7.65,130.65
52.82131,8.15,122.66
52.82946,8.28,120.76
52.83774,7.55,132.53
52.84528,8.20,122.01
52.85348,7.24,138.03
52.86073,7.34,136.32
52.86806,8.04,124.43
52.87610,8.15,122.72
52.88425,8.39,119.13
52.89264,5.98,167.17
52.89862,7.29,137.09
52.90592,7.39,135.39
52.91330,7.00,142.82
52.92031,7.06,141.61
52.92737,6.82,146.71
52.93418,7.09,141.01
52.94128,6.95,143.85
52.94823,8.04,124.39
52.95627,7.13,140.31
52.96339,7.01,142.57
52.97041,6.77,147.70
52.97718,7.32,136.62
52.98450,7.53,132.83
52.99203,7.16,139.60
52.99919,7.17,139.53
53.00636,7.60,131.56
53.01396,7.37,135.62
53.02133,7.42,134.85
53.02875,8.05,124.29
53.03679,6.51,153.68
53.04330,6.99,143.02
53.05029,8.68,115.15
53.05898,7.35,135.97
53.06633,7.15,139.77
53.07348,7.21,138.65
53.08070,7.37,135.76
53.08806,7.22,138.46
53.09528,6.68,149.79
53.10196,10.23,97.76
53.11219,7.00,142.88
53.11919,6.84,146.12
53.12603,7.29,137.19
53.13332,7.30,136.98
53.14062,7.36,135.91
53.14798,7.03,142.24
53.15501,7.05,141.91
53.16206,7.55,132.50
53.16960,6.91,144.71
53.17651,7.70,129.85
53.18421,6.82,146.60
53.19104,6.79,147.18
53.19783,7.04,141.96
53.20487,7.44,134.33
53.21232,6.93,144.38
53.21925,7.06,141.70
53.22630,7.08,141.34
53.23338,7.29,137.18
53.24067,7.52,132.89
53.24819,7.53,132.89
53.25572,6.48,154.42
53.26219,7.32,136.55
53.26952,7.37,135.63
53.27689,7.66,130.52
53.28455,7.79,128.42
53.29234,6.83,146.45
53.29917,6.74,148.32
53.30591,7.33,136.36
53.31324,7.44,134.33
53.32069,7.51,133.11
53.32820,7.00,142.89
53.33520,6.84,146.14
53.34204,7.39,135.33
53.34943,7.70,129.91
53.35713,7.30,136.98
53.36443,7.02,142.49
53.37144,8.15,122.70
53.37959,6.23,160.48
53.38583,7.53,132.83
53.39335,7.53,132.72
53.40089,6.43,155.43
53.40732,7.39,135.32
53.41471,7.82,127.80
53.42254,6.94,144.18
53.42947,7.62,131.23
53.43709,6.74,148.28
53.44384,7.27,137.51
53.45111,7.25,138.01
53.45836,7.68,130.23
53.46603,7.22,138.48
53.47326,6.95,143.86
53.48021,7.35,136.11
53.48755,7.03,142.22
53.49458,7.39,135.30
53.50198,7.20,138.91
53.50917,7.14,140.07
53.51631,7.49,133.59
53.52380,7.28,137.35
53.53108,8.05,124.16
53.53913,7.26,137.74
53.54639,6.47,154.64
53.55286,7.03,142.30
53.55989,7.65,130.78
53.56753,7.10,140.84
53.57463,7.17,139.41
53.58181,7.39,135.32
53.58920,7.06,141.64
53.59626,7.29,137.14
53.60355,8.10,123.49
53.61165,6.84,146.21
53.61849,6.64,150.51
53.62513,7.28,137.36
53.63241,7.26,137.82
53.63967,7.43,134.63
53.64710,8.92,112.08
53.65602,107.25,9.32
53.76327,8.00,124.98
53.77127,8.24,121.41
53.77950,8.82,113.36
53.78833,7.48,133.69
53.79581,7.17,139.42
53.80298,7.90,126.65
53.81087,7.85,127.34
53.81873,7.40,135.22
53.82612,7.55,132.45
53.83367,7.28,137.45
53.84095,7.83,127.73
53.84878,8.02,124.68
53.85680,7.53,132.80
53.86433,7.89,126.71
53.87222,7.25,137.94
53.87947,7.76,128.84
53.88723,8.40,119.08
53.89563,7.15,139.90
53.90278,7.46,134.11
53.91023,6.82,146.60
53.91705,7.11,140.69
53.92416,7.23,138.24
53.93140,7.12,140.49
53.93851,7.10,140.79
53.94562,6.53,153.21
53.95214,7.27,137.63
53.95941,6.87,145.50
53.96628,6.99,143.06
53.97327,7.09,141.00
53.98036,7.27,137.62
53.98763,7.15,139.83
53.99478,7.87,127.09
54.00265,7.07,141.42
54.00972,7.91,126.42
54.01763,6.34,157.82
54.02397,7.05,141.86
54.03102,7.37,135.62
54.03839,7.45,134.25
54.04584,7.36,135.92
54.05320,7.34,136.30
54.06053,6.88,145.31
54.06742,7.38,135.44
54.07480,8.17,122.38
54.08297,7.31,136.87
54.09028,6.67,149.84
54.09695,6.74,148.31
54.10369,7.88,126.96
54.11157,7.55,132.49
54.11912,7.23,138.35
54.12634,6.81,146.78
54.13316,7.24,138.10
54.14040,7.13,140.16
54.14753,7.34,136.29
54.15487,7.43,134.60
54.16230,7.03,142.18
54.16933,6.91,144.65
54.17625,7.20,138.93
54.18344,7.86,127.23
54.19130,7.12,140.54
54.19842,7.17,139.53
54.20559,6.99,143.15
54.21257,7.38,135.41
54.21996,7.76,128.82
54.22772,7.22,138.58
54.23493,6.57,152.30
54.24150,7.24,138.21
54.24874,7.36,135.93
54.25609,7.06,141.70
54.26315,7.32,136.59
54.27047,7.33,136.50
54.27780,6.99,142.99
54.28479,7.18,139.22
54.29197,7.55,132.45
54.29952,7.55,132.38
54.30708,6.68,149.79
54.31375,7.15,139.84
54.32090,7.35,136.11
54.32825,7.58,131.99
54.33583,7.19,139.17
54.34301,6.91,144.70
54.34992,7.69,130.08
54.35761,7.05,141.78
54.36467,7.39,135.31
54.37206,7.37,135.70
54.37943,6.54,152.85
54.38597,7.14,140.03
54.39311,7.43,134.51
54.40054,7.41,134.95
54.40795,6.93,144.29
54.41488,6.96,143.59
54.42185,7.00,142.82
54.42885,7.17,139.47
54.43602,7.59,131.78
54.44361,7.68,130.24
54.45129,6.53,153.04
54.45782,7.73,129.36
54.46555,7.05,141.94
54.47260,7.38,135.42
54.47998,7.88,126.92
54.48786,7.28,137.27
54.49514,7.21,138.65
54.50236,7.26,137.82
54.50961,7.23,138.32
54.51684,7.13,140.27
54.52397,7.15,139.93
54.53112,6.95,143.87
54.53807,7.85,127.43
54.54592,7.75,128.98
54.55367,6.87,145.61
54.56054,7.55,132.48
54.56809,7.27,137.56
54.57536,7.00,142.83
54.58236,7.27,137.58
54.58962,7.70,129.90
54.59732,6.75,148.05
54.60408,6.74,148.45
54.61081,7.59,131.83
54.61840,7.28,137.45
54.62567,7.00,142.83
54.63268,7.58,131.97
54.64025,7.51,133.12
54.64777,7.25,137.88
54.65502,7.19,139.15
54.66220,7.57,132.03
54.66978,6.66,150.23
54.67643,7.14,139.97
54.68358,7.17,139.47
54.69075,7.43,134.52
54.69818,7.13,140.22
54.70531,7.26,137.71
54.71258,7.90,126.51
54.72048,7.36,135.81
54.72784,7.58,131.84
54.73543,6.97,143.41
54.74240,6.80,147.03
54.74920,6.86,145.74
54.75606,7.42,134.86
54.76348,7.36,135.83
54.77084,7.50,133.31
54.77834,7.09,141.01
54.78544,7.81,128.12
54.79324,7.30,136.93
54.80054,7.60,131.61
54.80814,7.30,136.94
54.81544,7.16,139.57
54.82261,7.36,135.86
54.82997,7.14,140.13
54.83711,7.51,133.21
54.84461,7.48,133.65
54.85210,7.01,142.64
54.85911,7.81,128.01
54.86692,6.79,147.23
54.87371,7.05,141.93
54.88076,7.76,128.79
54.88852,6.74,148.33
54.89526,6.73,148.58
54.90199,7.11,140.67
54.90910,7.34,136.17
54.91645,7.27,137.54
54.92372,7.03,142.33
54.93074,7.15,139.91
54.93789,7.53,132.81
54.94542,7.79,128.31
54.95321,8.11,123.33
54.96132,7.03,142.25
54.96835,6.97,143.39
54.97533,6.94,144.11
54.98226,7.18,139.19
54.98945,7.49,133.54
54.99694,7.04,142.09
55.00397,7.26,137.73
55.01124,7.26,137.77
55.01849,7.33,136.47
55.02582,7.27,137.64
55.03309,6.68,149.69
55.03977,7.16,139.62
55.04693,7.57,132.13
55.05450,7.07,141.54
55.06156,7.32,136.60
55.06888,7.02,142.46
55.07590,7.08,141.32
55.08298,7.66,130.50
55.09064,7.62,131.27
55.09826,7.31,136.76
55.10557,7.77,128.71
55.11334,7.64,130.89
55.12098,7.73,129.40
55.12871,7.88,126.84
55.13659,7.81,128.03
55.14440,7.40,135.22
55.15180,8.05,124.19
55.15985,8.26,121.05
55.16811,8.30,120.48
55.17641,7.48,133.62
55.18390,7.63,131.13
55.19152,7.73,129.39
55.19925,7.29,137.23
55.20654,8.29,120.60
55.21483,8.63,115.89
55.22346,7.66,130.56
55.23112,8.73,114.58
55.23985,7.73,129.40
55.24757,8.96,111.56
55.25654,7.73,129.44
55.26426,8.11,123.23
55.27238,7.24,138.14
55.27962,7.91,126.39
55.28753,7.70,129.79
55.29523,7.62,131.25
55.30285,7.29,137.11
55.31015,8.16,122.62
55.31830,7.85,127.37
55.32615,7.74,129.25
55.33389,8.37,119.45
55.34226,7.24,138.14
55.34950,7.57,132.05
55.35707,7.97,125.40
55.36505,7.87,127.04
55.37292,7.86,127.29
55.38077,8.73,114.59
55.38950,8.28,120.72
55.39778,7.42,134.75
55.40521,7.80,128.25
55.41300,7.76,128.90
55.42076,9.77,102.31
55.43054,5.71,174.99
55.43625,7.42,134.74
55.44367,7.91,126.35
55.45159,7.95,125.86
55.45953,7.42,134.77
55.46695,6.76,148.00
55.47371,7.12,140.40
55.48083,7.41,135.02
55.48824,7.83,127.79
55.49606,6.34,157.75
55.50240,7.09,140.99
55.50949,7.39,135.31
55.51689,6.80,147.13
55.52368,7.24,138.21
55.53092,6.82,146.64
55.53774,7.02,142.37
55.54476,7.31,136.72
55.55207,7.51,133.17
55.55958,7.43,134.63
55.56701,6.48,154.25
55.57349,7.02,142.42
55.58052,7.03,142.22
55.58755,6.76,147.92
55.59431,7.43,134.67
55.60173,6.92,144.41
55.60866,7.43,134.68
55.61608,7.08,141.26
55.62316,7.28,137.32
55.63044,7.43,134.67
55.63787,6.47,154.68
55.64434,6.84,146.21
55.65117,7.35,136.13
55.65852,6.63,150.84
55.66515,6.76,147.93
55.67191,6.53,153.04
55.67844,7.28,137.31
55.68573,7.29,137.26
55.69301,7.30,136.94
55.70032,7.63,130.98
55.70795,6.93,144.30
55.71488,6.85,146.03
55.72173,7.57,132.18
55.72929,7.09,140.98
55.73639,6.88,145.27
55.74327,7.03,142.28
55.75030,6.78,147.59
55.75707,7.89,126.79
55.76496,6.95,143.93
55.77191,7.36,135.91
55.77927,6.45,155.09
55.78571,7.37,135.61
55.79309,7.07,141.53
55.80015,7.30,137.08
55.80745,7.35,136.04
55.81480,7.35,135.97
55.82215,7.19,139.07
55.82934,7.22,138.49
55.83657,7.13,140.34
55.84369,7.82,127.81
55.85152,6.47,154.56
55.85798,7.10,140.91
55.86508,6.82,146.59
55.87190,7.60,131.57
55.87950,7.61,131.34
55.88712,6.95,143.96
55.89406,7.36,135.80
55.90143,7.81,127.99
55.90924,7.46,134.04
55.91670,6.91,144.67
55.92361,6.78,147.43
55.93040,7.32,136.54
55.93772,6.99,143.11
55.94471,7.78,128.46
55.95249,6.88,145.37
55.95937,7.00,142.81
55.96638,7.19,139.09
55.97357,7.54,132.59
55.98111,7.32,136.56
55.98843,7.82,127.82
55.99625,6.20,161.21
56.00246,6.72,148.88
56.00917,7.35,136.10
56.01652,6.93,144.33
56.02345,7.46,134.11
56.03091,7.24,138.15
56.03814,7.62,131.24
56.04576,7.39,135.25
56.05316,7.01,142.74
56.06016,7.67,130.38
56.06783,6.33,157.87
56.07417,6.79,147.30
56.08096,7.50,133.32
56.08846,7.72,129.51
56.09618,7.02,142.48
56.10320,7.13,140.16
56.11033,7.52,133.02
56.11785,7.86,127.16
56.12571,7.42,134.69
56.13314,7.55,132.52
56.14068,6.67,149.98
56.14735,6.75,148.09
56.15410,7.63,131.07
56.16173,7.23,138.36
56.16896,6.91,144.70
56.17587,7.11,140.60
56.18299,7.82,127.85
56.19081,7.19,139.17
56.19799,7.85,127.41
56.20584,7.16,139.65
56.21300,7.05,141.77
56.22006,6.72,148.82
56.22678,7.67,130.43
56.23444,7.52,132.98
56.24196,6.91,144.74
56.24887,7.64,130.84
56.25651,6.91,144.69
56.26343,7.04,142.13
56.27046,7.40,135.08
56.27786,6.98,143.20
56.28485,6.80,147.16
56.29164,7.05,141.92
56.29869,7.53,132.88
56.30621,7.53,132.87
56.31374,7.25,137.90
56.32099,6.93,144.25
56.32792,7.15,139.78
56.33508,7.13,140.33
56.34220,7.23,138.24
56.34944,7.63,131.11
56.35707,6.33,157.98
56.36340,7.39,135.31
56.37079,7.54,132.58
56.37833,7.11,140.69
56.38544,7.40,135.08
56.39284,7.30,137.06
56.40014,7.52,133.02
56.40765,7.61,131.47
56.41526,7.36,135.83
56.42262,7.88,126.88
56.43050,6.82,146.63
56.43732,7.04,142.00
56.44437,7.72,129.62
56.45208,6.93,144.36
56.45901,7.52,132.91
56.46653,7.38,135.43
56.47391,7.43,134.55
56.48135,8.32,120.16
56.48967,7.26,137.68
56.49693,7.74,129.17
56.50467,6.71,149.05
56.51138,7.48,133.63
56.51887,7.27,137.58
56.52614,7.12,140.53
56.53325,8.66,115.49
56.54191,6.50,153.89
56.54841,7.73,129.35
56.55614,7.31,136.83
56.56345,7.12,140.49
56.57057,7.67,130.37
56.57824,6.62,151.03
56.58486,7.63,131.11
56.59249,7.39,135.26
56.59988,7.04,141.96
56.60692,7.48,133.70
56.61440,7.45,134.28
56.62185,7.70,129.80
56.62955,7.65,130.67
56.63721,7.61,131.40
56.64482,7.73,129.42
56.65254,6.73,148.55
56.65928,8.21,121.80
56.66749,8.35,119.71
56.67584,8.06,124.12
56.68390,8.24,121.29
56.69214,6.79,147.34
56.69893,8.18,122.29
56.70710,8.00,125.00
56.71510,8.10,123.47
56.72320,9.03,110.69
56.73224,6.91,144.73
56.73915,8.07,123.93
56.74722,7.95,125.72
56.75517,7.84,127.61
56.76301,7.57,132.05
56.77058,7.96,125.57
56.77854,7.63,131.03
56.78617,8.74,114.35
56.79492,8.10,123.43
56.80302,8.26,121.11
56.81128,7.51,133.24
56.81878,8.36,119.64
56.82714,7.38,135.48
56.83452,7.99,125.20
56.84251,7.62,131.19
56.85013,8.34,119.84
56.85848,8.76,114.15
56.86724,8.38,119.37
56.87561,7.25,137.96
56.88286,9.34,107.11
56.89220,7.45,134.16
56.89965,7.44,134.37
56.90710,8.32,120.16
56.91542,7.86,127.24
56.92328,7.94,125.97
56.93121,7.71,129.67
56.93893,8.07,123.97
56.94699,7.28,137.46
56.95427,8.79,113.77
56.96306,7.77,128.74
56.97083,7.14,140.02
56.97797,8.51,117.48
56.98648,7.47,133.85
56.99395,8.51,117.51
57.00246,7.86,127.19
57.01032,7.80,128.14
57.01813,7.98,125.38
57.02610,7.16,139.60
57.03327,7.90,126.61
57.04116,7.89,126.69
57.04906,6.57,152.22
57.05563,7.28,137.44
57.06290,7.45,134.29
57.07035,7.21,138.72
57.07756,7.90,126.61
57.08546,7.45,134.16
57.09291,7.72,129.52
57.10063,7.33,136.36
57.10796,7.58,131.88
57.11555,7.35,136.10
57.12289,7.34,136.17
57.13024,7.09,141.08
57.13733,7.72,129.52
57.14505,7.33,136.39
57.15238,7.45,134.29
57.15983,7.42,134.82
57.16724,8.09,123.64
57.17533,7.17,139.49
57.18250,7.45,134.25
57.18995,7.91,126.42
57.19786,6.51,153.54
57.20437,7.07,141.51
57.21144,7.56,132.28
57.21900,6.98,143.28
57.22598,7.20,138.90
57.23318,7.32,136.65
57.24049,7.40,135.19
57.24789,7.57,132.12
57.25546,7.65,130.68
57.26311,7.41,134.92
57.27053,6.98,143.19
57.27751,7.18,139.19
57.28469,7.75,129.02
57.29244,7.46,134.05
57.29990,7.74,129.19
57.30764,7.51,133.10
57.31516,7.31,136.76
57.32247,7.83,127.77
57.33030,8.31,120.29
57.33861,39.55,25.29
57.37816,7.39,135.35
57.38554,8.23,121.57
57.39377,8.50,117.69
57.40227,9.02,110.82
57.41129,7.57,132.04
57.41886,7.61,131.39
57.42647,7.82,127.93
57.43429,7.39,135.33
57.44168,7.66,130.53
57.44934,7.69,130.11
57.45703,6.97,143.46
57.46400,7.08,141.27
57.47108,7.86,127.17
57.47894,7.28,137.39
57.48622,7.29,137.16
57.49351,7.55,132.52
57.50105,7.24,138.17
57.50829,8.18,122.30
57.51647,7.43,134.51
57.52390,7.48,133.64
57.53139,7.19,138.99
57.53858,7.34,136.15
57.54593,7.47,133.81
57.55340,7.49,133.53
57.56089,7.10,140.92
57.56798,7.92,126.24
57.57591,7.53,132.79
57.58344,7.64,130.95
57.59107,7.74,129.20
57.59881,8.04,124.45
57.60685,6.65,150.44
57.61349,7.53,132.86
57.62102,7.75,129.03
57.62877,7.44,134.44
57.63621,7.75,129.00
57.64396,7.42,134.70
57.65139,7.61,131.38
57.65900,8.08,123.79
57.66707,7.40,135.16
57.67447,7.76,128.89
57.68223,7.60,131.58
57.68983,7.15,139.89
57.69698,7.65,130.78
57.70463,7.76,128.81
57.71239,7.72,129.61
57.72011,7.44,134.42
57.72754,7.57,132.02
57.73512,8.08,123.82
57.74319,7.69,130.00
57.75089,7.70,129.86
57.75859,7.14,140.01
57.76573,7.14,140.10
57.77287,7.99,125.10
57.78086,7.43,134.52
57.78830,8.15,122.69
57.79645,6.94,144.02
57.80339,7.63,131.10
57.81102,8.08,123.71
57.81910,7.99,125.18
57.82709,8.01,124.91
57.83509,7.11,140.56
57.84221,7.10,140.77
57.84931,8.44,118.44
57.85776,7.44,134.49
57.86519,7.52,132.97
57.87271,7.42,134.71
57.88014,7.86,127.20
57.88800,7.78,128.53
57.89578,7.85,127.37
57.90363,7.98,125.36
57.91161,7.10,140.80
57.91871,7.42,134.71
57.92613,8.07,123.88
57.93420,8.92,112.11
57.94312,40.98,24.40
57.98410,8.53,117.23
57.99264,8.16,122.52
58.00080,9.08,110.16
58.00988,8.82,113.44
58.01869,8.11,123.28
58.02680,6.81,146.88
58.03361,7.43,134.68
58.04104,7.39,135.39
58.04842,7.46,134.10
58.05588,7.39,135.25
58.06327,7.81,128.02
58.07108,7.19,139.12
58.07827,7.50,133.28
58.08578,8.04,124.45
58.09381,7.26,137.76
58.10107,6.79,147.19
58.10786,8.07,123.90
58.11593,7.28,137.28
58.12322,7.73,129.35
58.13095,7.71,129.70
58.13866,7.48,133.71
58.14614,7.85,127.37
58.15399,7.88,126.87
58.16187,7.81,128.02
58.16968,8.45,118.31
58.17814,6.42,155.75
58.18456,7.63,131.08
58.19219,7.77,128.73
58.19995,7.70,129.83
58.20766,8.50,117.71
58.21615,7.10,140.83
58.22325,8.29,120.66
58.23154,8.37,119.41
58.23991,7.91,126.46
58.24782,9.04,110.67
58.25686,7.19,139.07
58.26405,8.30,120.49
58.27235,8.20,121.95
58.28055,7.59,131.73
58.28814,8.33,120.00
58.29647,7.42,134.75
58.30389,7.75,129.11
58.31164,8.43,118.66
58.32007,8.76,114.19
58.32882,8.66,115.46
58.33748,7.31,136.72
58.34480,8.39,119.25
58.35318,8.15,122.67
58.36134,7.79,128.38
58.36913,7.61,131.37
58.37674,7.95,125.71
58.38469,8.28,120.84
58.39297,7.52,132.91
58.40049,8.12,123.14
58.40861,7.90,126.51
58.41652,7.48,133.63
58.42400,8.46,118.16
58.43246,8.08,123.78
58.44054,7.54,132.69
58.44808,7.91,126.44
58.45599,7.33,136.34
58.46332,8.13,123.04
58.47145,9.01,110.98
58.48046,7.81,127.98
58.48827,8.50,117.71
