TimeInSeconds,FrameTimeMs,FPS
28.69214,9.52,105.09
28.70165,9.29,107.61
28.71095,9.18,108.95
28.72012,9.48,105.44
28.72961,9.51,105.15
28.73912,8.48,117.90
28.74760,9.56,104.60
28.75716,9.10,109.84
28.76626,8.98,111.37
28.77524,8.87,112.73
28.78412,9.65,103.58
28.79377,9.47,105.55
28.80324,9.18,108.90
28.81243,8.94,111.83
28.82137,9.60,104.14
28.83097,8.56,116.82
28.83953,8.93,111.97
28.84846,9.57,104.46
28.85804,9.25,108.15
28.86728,9.48,105.51
28.87676,9.36,106.86
28.88612,9.22,108.43
28.89534,9.01,110.98
28.90435,9.47,105.62
28.91382,8.92,112.11
28.92274,8.63,115.82
28.93137,8.86,112.86
28.94023,8.99,111.26
28.94922,8.94,111.84
28.95816,9.17,109.03
28.96733,8.63,115.85
28.97597,9.13,109.48
28.98510,8.92,112.13
28.99402,8.88,112.67
29.00289,9.67,103.39
29.01257,9.24,108.26
29.02180,8.80,113.58
29.03061,9.07,110.26
29.03968,8.91,112.28
29.04858,8.74,114.36
29.05733,9.28,107.71
29.06661,9.05,110.47
29.07566,8.95,111.75
29.08461,9.18,108.88
29.09380,9.58,104.43
29.10337,8.47,118.08
29.11184,9.17,109.06
29.12101,8.95,111.72
29.12996,9.27,107.86
29.13923,8.65,115.59
29.14788,9.22,108.40
29.15711,9.71,102.97
29.16682,9.29,107.68
29.17610,9.29,107.61
29.18540,8.70,114.89
29.19410,8.30,120.42
29.20241,9.14,109.45
29.21154,8.85,113.01
29.22039,18.94,52.81
29.23933,57.00,17.54
29.29633,10.25,97.56
29.30658,10.84,92.27
29.31742,9.82,101.81
29.32724,11.62,86.04
29.33886,12.11,82.59
29.35097,9.28,107.73
29.36025,11.10,90.13
29.37135,10.60,94.35
29.38195,9.89,101.07
29.39184,10.92,91.58
29.40276,8.86,112.83
29.41163,10.07,99.26
29.42170,8.87,112.78
29.43057,9.51,105.18
29.44007,8.84,113.14
29.44891,8.88,112.62
29.45779,8.77,113.97
29.46657,9.14,109.42
29.47571,9.19,108.77
29.48490,9.48,105.52
29.49438,8.93,112.02
29.50330,9.11,109.83
29.51241,8.99,111.25
29.52140,9.48,105.54
29.53087,11.52,86.79
29.54239,9.16,109.14
29.55156,8.89,112.51
29.56044,9.40,106.34
29.56985,9.07,110.22
29.57892,9.36,106.87
29.58828,9.09,110.04
29.59737,9.52,105.00
29.60689,9.34,107.08
29.61623,9.41,106.32
29.62563,9.20,108.66
29.63484,8.68,115.21
29.64352,8.85,112.99
29.65237,9.25,108.08
29.66162,9.79,102.18
29.67141,9.16,109.21
29.68056,9.13,109.57
29.68969,9.30,107.53
29.69899,9.28,107.74
29.70827,9.40,106.39
29.71767,9.55,104.70
29.72722,9.52,105.04
29.73674,9.24,108.20
29.74598,9.11,109.77
29.75509,9.04,110.60
29.76414,8.94,111.92
29.77307,9.02,110.88
29.78209,9.24,108.24
29.79133,9.26,108.05
29.80058,9.34,107.09
29.80992,9.92,100.77
29.81984,9.33,107.19
29.82917,9.45,105.82
29.83862,9.07,110.22
29.84770,9.08,110.18
29.85677,9.86,101.41
29.86663,9.30,107.55
29.87593,9.50,105.29
29.88543,9.46,105.73
29.89489,8.44,118.47
29.90333,9.73,102.79
29.91306,8.47,118.06
29.92153,11.57,86.44
29.93310,10.20,98.06
29.94329,9.38,106.65
29.95267,9.51,105.14
29.96218,9.23,108.33
29.97141,9.75,102.55
29.98116,8.99,111.27
29.99015,10.11,98.96
30.00026,9.18,108.98
30.00943,8.72,114.69
30.01815,9.25,108.14
30.02740,12.75,78.42
30.04015,57.49,17.39
30.09764,9.77,102.33
30.10741,9.72,102.86
30.11713,9.61,104.09
30.12674,10.00,100.04
30.13674,10.02,99.81
30.14676,10.01,99.86
30.15677,9.08,110.19
30.16584,9.89,101.11
30.17574,10.86,92.10
30.18659,9.59,104.26
30.19618,10.31,96.98
30.20650,8.56,116.85
30.21505,9.55,104.67
30.22461,8.94,111.82
30.23355,8.69,115.04
30.24224,12.20,81.95
30.25445,13.09,76.39
30.26754,10.02,99.85
30.27755,9.97,100.33
30.28752,10.70,93.43
30.29822,9.61,104.08
30.30783,9.68,103.26
30.31751,9.42,106.15
30.32693,10.18,98.23
30.33711,9.76,102.48
30.34687,9.86,101.42
30.35673,9.06,110.32
30.36580,8.83,113.21
30.37463,9.20,108.71
30.38383,9.53,104.90
30.39336,9.47,105.55
30.40284,8.77,114.07
30.41160,9.18,108.92
30.42078,9.53,104.90
30.43032,9.41,106.26
30.43973,8.92,112.12
30.44865,8.94,111.83
30.45759,9.15,109.35
30.46673,8.86,112.86
30.47559,9.09,110.00
30.48468,8.99,111.20
30.49368,8.53,117.25
30.50221,9.20,108.73
30.51140,11.70,85.46
30.52311,10.24,97.68
30.53334,9.06,110.37
30.54240,8.72,114.68
30.55112,8.59,116.46
30.55971,9.28,107.81
30.56898,8.58,116.55
30.57756,10.40,96.11
30.58797,8.87,112.75
30.59684,9.02,110.89
30.60586,8.58,116.57
30.61443,9.42,106.18
30.62385,8.58,116.56
30.63243,8.89,112.48
30.64132,8.28,120.82
30.64960,9.25,108.08
30.65885,9.23,108.30
30.66808,9.10,109.86
30.67719,9.01,111.01
30.68620,9.34,107.07
30.69554,9.06,110.40
30.70459,8.86,112.82
30.71346,9.26,107.96
30.72272,8.14,122.86
30.73086,8.49,117.80
30.73935,8.56,116.84
30.74791,8.95,111.74
30.75686,8.73,114.49
30.76559,10.05,99.53
30.77564,11.95,83.67
30.78759,9.13,109.52
30.79672,8.98,111.42
30.80570,8.97,111.50
30.81466,8.26,121.10
30.82292,9.06,110.37
30.83198,9.58,104.39
30.84156,9.38,106.66
30.85094,9.01,110.98
30.85995,9.59,104.30
30.86954,8.90,112.33
30.87844,8.88,112.61
30.88732,8.96,111.64
30.89628,8.42,118.75
30.90470,8.20,121.99
30.91289,9.13,109.57
30.92202,8.79,113.79
30.93081,9.10,109.86
30.93991,8.97,111.43
30.94889,9.38,106.67
30.95826,9.30,107.52
30.96756,9.17,109.08
30.97673,9.15,109.27
30.98588,8.80,113.65
30.99468,8.91,112.26
31.00359,8.72,114.69
31.01231,9.68,103.30
31.02199,9.01,110.93
31.03100,9.26,107.98
31.04026,8.46,118.21
31.04872,8.75,114.26
31.05747,8.99,111.21
31.06647,9.34,107.08
31.07581,8.86,112.90
31.08466,9.91,100.94
31.09457,12.30,81.29
31.10687,8.90,112.42
31.11577,9.47,105.55
31.12524,10.05,99.46
31.13530,8.48,117.99
31.14377,9.06,110.37
31.15283,10.69,93.57
31.16352,9.87,101.32
31.17339,9.00,111.07
31.18239,8.58,116.59
31.19097,8.50,117.67
31.19947,8.73,114.58
31.20820,8.83,113.22
31.21703,8.51,117.55
31.22553,9.07,110.23
31.23461,9.14,109.36
31.24375,8.90,112.42
31.25265,9.01,110.97
31.26166,9.07,110.29
31.27072,8.64,115.68
31.27937,9.06,110.43
31.28842,9.39,106.44
31.29782,8.79,113.78
31.30661,8.80,113.59
31.31541,8.84,113.14
31.32425,8.65,115.67
31.33290,8.85,113.05
31.34174,9.12,109.65
31.35086,9.95,100.54
31.36081,8.16,122.54
31.36897,8.86,112.91
31.37783,9.27,107.92
31.38709,8.81,113.53
31.39590,8.82,113.43
31.40472,8.94,111.89
31.41365,8.96,111.55
31.42262,9.24,108.22
31.43186,8.87,112.76
31.44073,9.42,106.16
31.45015,8.15,122.66
31.45830,8.77,114.00
31.46707,9.12,109.66
31.47619,8.37,119.46
31.48456,9.02,110.83
31.49358,8.64,115.79
31.50222,8.77,114.03
31.51099,8.52,117.39
31.51951,8.44,118.53
31.52794,9.30,107.57
31.53724,8.16,122.59
31.54540,8.86,112.86
31.55426,9.23,108.34
31.56349,11.66,85.76
31.57515,43.77,22.85
31.61892,9.97,100.26
31.62889,10.66,93.77
31.63956,10.05,99.51
31.64961,10.54,94.84
31.66015,10.04,99.65
31.67019,8.87,112.68
31.67906,12.19,82.02
31.69125,44.97,22.24
31.73622,12.24,81.72
31.74846,11.41,87.60
31.75988,11.20,89.28
31.77108,11.82,84.62
31.78289,10.61,94.25
31.79350,12.12,82.52
31.80562,8.79,113.73
31.81442,8.87,112.68
31.82329,9.96,100.41
31.83325,8.68,115.21
31.84193,9.24,108.17
31.85117,8.80,113.65
31.85997,8.62,116.02
31.86859,8.86,112.89
31.87745,9.12,109.68
31.88657,9.72,102.91
31.89628,9.04,110.58
31.90533,8.30,120.42
31.91363,8.91,112.27
31.92254,8.79,113.72
31.93133,9.24,108.18
31.94057,10.19,98.15
31.95076,9.18,108.92
31.95994,8.84,113.17
31.96878,9.06,110.32
31.97785,9.57,104.52
31.98741,9.50,105.30
31.99691,8.74,114.43
32.00565,9.66,103.51
32.01531,11.60,86.21
32.02691,8.64,115.68
32.03555,8.95,111.70
32.04451,9.62,103.94
32.05413,8.87,112.77
32.06299,9.00,111.09
32.07200,8.80,113.67
32.08079,9.42,106.14
32.09021,8.35,119.75
32.09857,8.72,114.69
32.10728,9.49,105.43
32.11677,9.18,108.91
32.12595,8.80,113.68
32.13475,9.12,109.65
32.14387,9.26,108.00
32.15313,8.78,113.95
32.16190,9.57,104.45
32.17148,8.71,114.79
32.18019,8.54,117.14
32.18873,8.87,112.73
32.19760,11.16,89.58
32.20876,9.15,109.25
32.21791,8.79,113.82
32.22670,9.36,106.84
32.23606,8.34,119.97
32.24439,8.91,112.21
32.25331,9.31,107.40
32.26262,11.14,89.79
32.27375,8.64,115.78
32.28239,8.43,118.58
32.29083,9.22,108.50
32.30004,9.11,109.77
32.30915,8.74,114.40
32.31789,8.72,114.71
32.32661,8.65,115.67
32.33526,9.10,109.92
32.34435,9.53,104.95
32.35388,8.82,113.39
32.36270,8.45,118.40
32.37115,8.43,118.62
32.37958,8.93,112.02
32.38851,9.77,102.34
32.39828,9.54,104.79
32.40782,8.68,115.24
32.41650,8.61,116.16
32.42511,9.24,108.26
32.43434,9.10,109.84
32.44345,9.63,103.87
32.45307,8.04,124.30
32.46112,9.58,104.41
32.47070,8.71,114.81
32.47941,8.95,111.74
32.48836,8.56,116.85
32.49691,8.38,119.31
32.50530,8.76,114.14
32.51406,9.45,105.85
32.52350,9.12,109.64
32.53263,8.81,113.46
32.54144,8.57,116.67
32.55001,30.03,33.30
32.58004,9.21,108.60
32.58925,9.43,106.03
32.59868,8.98,111.30
32.60766,9.25,108.14
32.61691,9.35,106.99
32.62626,8.39,119.19
32.63465,8.61,116.13
32.64326,8.56,116.77
32.65182,8.67,115.29
32.66050,9.28,107.79
32.66977,9.65,103.58
32.67943,8.82,113.31
32.68825,8.64,115.76
32.69689,8.81,113.54
32.70570,8.65,115.66
32.71435,8.71,114.79
32.72306,9.69,103.22
32.73275,8.83,113.28
32.74157,8.69,115.10
32.75026,8.96,111.66
32.75922,8.35,119.79
32.76756,8.83,113.29
32.77639,9.02,110.85
32.78541,8.96,111.56
32.79438,9.31,107.46
32.80368,9.07,110.22
32.81275,9.04,110.56
32.82180,8.92,112.13
32.83072,8.67,115.28
32.83939,9.13,109.51
32.84852,8.97,111.43
32.85750,8.93,111.95
32.86643,8.66,115.49
32.87509,9.06,110.36
32.88415,8.70,114.99
32.89285,9.46,105.74
32.90230,8.90,112.38
32.91120,8.84,113.13
32.92004,8.63,115.93
32.92867,9.05,110.54
32.93771,8.87,112.80
32.94658,8.78,113.93
32.95536,8.99,111.18
32.96435,8.28,120.79
32.97263,8.57,116.64
32.98120,9.37,106.76
32.99057,8.83,113.29
32.99940,9.19,108.86
33.00858,8.51,117.54
33.01709,8.53,117.19
33.02562,8.56,116.77
33.03419,8.97,111.49
33.04316,8.68,115.20
33.05184,8.42,118.70
33.06026,9.06,110.39
33.06932,8.87,112.73
33.07819,8.75,114.30
33.08694,9.12,109.67
33.09606,7.96,125.63
33.10402,9.24,108.19
33.11326,9.00,111.08
33.12227,8.88,112.56
33.13115,9.45,105.86
33.14060,8.74,114.44
33.14933,9.04,110.60
33.15838,8.81,113.56
33.16718,9.43,106.10
33.17661,8.61,116.17
33.18522,8.23,121.47
33.19345,9.08,110.08
33.20253,8.90,112.32
33.21144,8.82,113.42
33.22025,8.60,116.33
33.22885,8.88,112.57
33.23773,9.05,110.55
33.24678,8.84,113.08
33.25562,8.65,115.67
33.26427,8.56,116.83
33.27283,8.60,116.32
33.28142,10.96,91.25
33.29238,8.58,116.57
33.30096,8.76,114.17
33.30972,8.66,115.47
33.31838,8.93,112.00
33.32731,8.63,115.90
33.33594,9.10,109.95
33.34503,8.48,117.94
33.35351,8.92,112.09
33.36243,8.25,121.14
33.37069,8.55,116.89
33.37924,8.76,114.09
33.38801,8.65,115.57
33.39666,8.73,114.52
33.40539,9.05,110.55
33.41444,8.87,112.75
33.42330,9.05,110.52
33.43235,8.56,116.85
33.44091,9.47,105.59
33.45038,8.62,115.96
33.45900,8.56,116.76
33.46757,8.76,114.19
33.47633,9.13,109.52
33.48546,8.44,118.55
33.49389,9.36,106.88
33.50325,8.44,118.45
33.51169,9.08,110.14
33.52077,11.25,88.93
33.53202,9.00,111.11
33.54102,8.23,121.52
33.54924,8.86,112.91
33.55810,8.92,112.08
33.56702,9.28,107.71
33.57631,8.14,122.84
33.58445,8.43,118.56
33.59288,9.27,107.84
33.60216,10.36,96.50
33.61252,41.77,23.94
33.65429,8.53,117.20
33.66282,9.52,105.05
33.67234,10.65,93.88
33.68299,10.32,96.93
33.69331,11.95,83.66
33.70526,9.84,101.64
33.71510,9.08,110.18
33.72418,8.71,114.83
33.73289,8.86,112.84
33.74175,9.63,103.87
33.75138,8.88,112.66
33.76025,8.61,116.15
33.76886,8.41,118.85
33.77728,8.78,113.92
33.78605,8.20,121.98
33.79425,8.89,112.50
33.80314,8.73,114.60
33.81187,9.49,105.33
33.82136,8.76,114.13
33.83012,8.93,111.95
33.83905,8.95,111.75
33.84800,8.55,116.97
33.85655,8.82,113.35
33.86537,8.38,119.32
33.87376,9.40,106.43
33.88315,8.50,117.64
33.89165,9.32,107.33
33.90097,8.46,118.18
33.90943,8.73,114.59
33.91816,8.79,113.72
33.92695,8.67,115.28
33.93563,8.24,121.42
33.94386,8.91,112.21
33.95277,9.18,108.93
33.96195,9.18,108.95
33.97113,8.53,117.21
33.97966,8.64,115.72
33.98831,8.96,111.59
33.99727,8.86,112.84
34.00613,8.87,112.74
34.01500,8.81,113.50
34.02381,8.52,117.43
34.03233,8.42,118.80
34.04074,8.84,113.10
34.04958,8.48,117.91
34.05806,8.64,115.78
34.06670,13.07,76.53
34.07977,10.22,97.86
34.08999,8.82,113.35
34.09881,8.74,114.38
34.10755,8.98,111.31
34.11654,8.24,121.32
34.12478,8.02,124.70
34.13280,10.47,95.52
34.14327,9.35,106.95
34.15262,10.19,98.15
34.16281,9.02,110.81
34.17183,10.37,96.46
34.18220,8.42,118.78
34.19062,8.98,111.37
34.19960,9.70,103.13
34.20929,8.63,115.92
34.21792,8.56,116.82
34.22648,8.92,112.11
34.23540,9.24,108.19
34.24464,8.80,113.58
34.25345,8.59,116.41
34.26204,11.65,85.87
34.27368,10.95,91.36
34.28463,9.58,104.41
34.29421,8.93,111.98
34.30314,8.71,114.75
34.31185,8.77,114.02
34.32062,8.90,112.32
34.32952,10.24,97.62
34.33977,9.68,103.32
34.34945,8.69,115.03
34.35814,9.06,110.39
34.36720,9.23,108.39
34.37642,9.21,108.58
34.38563,8.45,118.34
34.39409,8.42,118.75
34.40251,8.90,112.35
34.41141,8.65,115.60
34.42006,8.38,119.32
34.42844,9.06,110.43
34.43749,8.62,116.00
34.44612,8.50,117.69
34.45461,9.41,106.23
34.46403,9.17,109.05
34.47320,9.53,104.90
34.48273,8.01,124.87
34.49074,8.49,117.77
34.49923,8.69,115.05
34.50792,8.78,113.92
34.51670,8.51,117.52
34.52521,8.93,111.93
34.53414,9.05,110.48
34.54319,8.66,115.47
34.55185,9.23,108.37
34.56108,8.44,118.55
34.56952,8.23,121.51
34.57775,8.97,111.44
34.58672,9.20,108.69
34.59592,8.43,118.61
34.60435,8.71,114.87
34.61306,8.54,117.08
34.62160,8.93,111.98
34.63053,8.80,113.63
34.63933,9.59,104.28
34.64892,9.41,106.22
34.65833,8.38,119.29
34.66671,8.25,121.23
34.67496,8.56,116.84
34.68352,8.94,111.81
34.69247,8.45,118.36
34.70092,11.26,88.80
34.71218,16.80,59.52
34.72898,9.70,103.07
34.73868,9.12,109.68
34.74780,10.09,99.08
34.75789,9.36,106.82
34.76725,8.14,122.90
34.77539,10.84,92.22
34.78623,23.36,42.81
34.80959,10.11,98.95
34.81969,9.48,105.49
34.82917,9.67,103.43
34.83884,9.01,110.94
34.84786,10.28,97.25
34.85814,10.97,91.12
34.86911,9.31,107.37
34.87843,9.88,101.26
34.88830,10.06,99.44
34.89836,9.02,110.84
34.90738,9.89,101.12
34.91727,9.04,110.60
34.92631,9.64,103.75
34.93595,10.08,99.18
34.94604,9.25,108.10
34.95529,9.58,104.35
34.96487,8.82,113.44
34.97368,9.20,108.71
34.98288,9.58,104.37
34.99247,9.50,105.23
35.00197,9.66,103.49
35.01163,8.99,111.22
35.02062,9.74,102.67
35.03036,9.65,103.67
35.04001,9.86,101.39
35.04987,9.79,102.14
35.05966,8.64,115.77
35.06830,9.41,106.23
35.07771,9.33,107.20
35.08704,9.21,108.63
35.09625,8.79,113.76
35.10504,8.63,115.90
35.11367,9.39,106.49
35.12306,9.05,110.49
35.13211,9.23,108.29
35.14134,8.75,114.33
35.15009,8.76,114.14
35.15885,8.99,111.18
35.16784,8.88,112.58
35.17673,8.35,119.72
35.18508,9.55,104.73
35.19463,8.70,114.92
35.20333,8.55,116.94
35.21188,8.54,117.16
35.22042,9.14,109.38
35.22956,8.75,114.32
35.23830,8.77,114.01
35.24708,8.68,115.20
35.25576,9.20,108.71
35.26495,8.37,119.48
35.27332,8.47,118.02
35.28180,8.88,112.65
35.29067,8.75,114.33
35.29942,8.72,114.72
35.30814,9.46,105.73
35.31760,9.36,106.81
35.32696,8.51,117.47
35.33547,9.50,105.31
35.34497,9.02,110.86
35.35399,8.89,112.50
35.36288,8.50,117.69
35.37137,9.15,109.25
35.38053,8.76,114.10
35.38929,9.06,110.34
35.39835,8.98,111.35
35.40734,9.26,108.04
35.41659,8.24,121.40
35.42483,8.86,112.82
35.43369,9.43,106.07
35.44312,9.02,110.92
35.45214,8.89,112.44
35.46103,8.48,117.88
35.46951,8.61,116.14
35.47812,8.89,112.46
35.48702,9.64,103.78
35.49665,9.10,109.84
35.50575,8.88,112.67
35.51463,8.78,113.86
35.52341,9.18,108.88
35.53260,8.70,115.00
35.54129,8.90,112.36
35.55019,8.70,114.97
35.55889,9.29,107.62
35.56818,9.32,107.31
35.57750,9.56,104.64
35.58706,8.56,116.85
35.59562,8.29,120.61
35.60391,9.11,109.79
35.61302,9.03,110.74
35.62205,9.28,107.71
35.63133,8.95,111.70
35.64028,9.12,109.68
35.64940,9.09,110.02
35.65849,8.96,111.64
35.66745,8.87,112.79
35.67632,9.32,107.29
35.68564,8.76,114.17
35.69440,8.48,117.98
35.70287,8.69,115.12
35.71156,9.22,108.46
35.72078,8.49,117.74
35.72927,9.02,110.82
35.73829,9.09,109.97
35.74739,10.38,96.32
35.75777,9.69,103.18
35.76746,8.99,111.22
35.77645,8.60,116.23
35.78506,8.77,113.97
35.79383,10.88,91.87
35.80472,8.92,112.10
35.81364,10.03,99.69
35.82367,10.14,98.66
35.83380,9.49,105.37
35.84329,9.09,109.98
35.85239,10.01,99.93
35.86239,9.21,108.62
35.87160,8.87,112.71
35.88047,8.90,112.42
35.88937,9.45,105.77
35.89882,9.37,106.67
35.90820,9.14,109.38
35.91734,9.07,110.25
35.92641,9.40,106.35
35.93581,8.88,112.57
35.94470,9.27,107.82
35.95397,9.36,106.87
35.96333,8.78,113.91
35.97211,8.88,112.59
35.98099,8.89,112.43
35.98988,8.91,112.20
35.99880,9.12,109.64
36.00792,8.88,112.57
36.01680,8.69,115.01
36.02549,8.73,114.59
36.03422,8.97,111.50
36.04319,9.23,108.34
36.05242,8.73,114.59
36.06115,8.78,113.94
36.06992,10.33,96.81
36.08025,9.02,110.86
36.08927,9.03,110.74
36.09830,9.22,108.42
36.10753,9.24,108.18
36.11677,8.92,112.09
36.12569,9.42,106.13
36.13511,9.18,108.88
36.14430,9.41,106.24
36.15371,9.08,110.09
36.16279,9.06,110.42
36.17185,9.17,109.02
36.18102,9.28,107.81
36.19030,8.58,116.58
36.19888,9.11,109.76
36.20799,9.22,108.48
36.21721,9.33,107.21
36.22653,8.97,111.45
36.23551,8.46,118.19
36.24397,9.04,110.60
36.25301,9.26,107.93
36.26227,9.25,108.14
36.27152,9.59,104.29
36.28111,9.40,106.35
36.29051,9.10,109.91
36.29961,9.48,105.52
36.30909,8.82,113.32
36.31791,9.26,108.03
36.32717,8.67,115.38
36.33584,9.20,108.73
36.34503,9.15,109.27
36.35418,9.22,108.50
36.36340,8.84,113.07
36.37225,9.53,104.91
36.38178,8.88,112.67
36.39065,10.09,99.10
36.40074,9.13,109.56
36.40987,9.31,107.42
36.41918,8.98,111.38
36.42816,9.03,110.78
36.43719,9.10,109.93
36.44628,9.57,104.44
36.45586,9.36,106.89
36.46521,9.41,106.23
36.47463,9.26,108.02
36.48388,8.90,112.32
36.49279,9.27,107.88
36.50206,9.42,106.18
36.51147,8.75,114.25
36.52023,9.63,103.82
36.52986,9.44,105.89
36.53930,8.89,112.54
36.54819,9.59,104.25
36.55778,9.31,107.39
36.56709,9.03,110.71
36.57613,8.83,113.21
36.58496,9.42,106.15
36.59438,9.16,109.15
36.60354,8.83,113.30
36.61237,8.51,117.54
36.62088,10.01,99.93
36.63088,8.88,112.61
36.63976,9.23,108.33
36.64899,8.96,111.64
36.65795,9.14,109.35
36.66710,9.16,109.12
36.67626,9.39,106.49
36.68565,8.88,112.61
36.69453,8.87,112.77
36.70340,8.80,113.65
36.71220,9.17,109.06
36.72137,9.31,107.45
36.73067,9.14,109.43
36.73981,8.80,113.60
36.74862,8.95,111.71
36.75757,8.68,115.20
36.76625,9.68,103.26
36.77593,9.72,102.92
36.78565,8.75,114.34
36.79439,8.93,111.98
36.80332,8.85,113.00
36.81217,9.01,111.04
36.82118,9.12,109.69
36.83029,8.49,117.84
36.83878,9.40,106.35
36.84818,9.40,106.42
36.85758,9.10,109.92
36.86668,8.86,112.82
36.87554,8.42,118.82
36.88396,9.04,110.59
36.89300,8.98,111.37
36.90198,9.32,107.26
36.91130,8.71,114.86
36.92001,8.77,114.01
36.92878,9.20,108.72
36.93798,8.95,111.79
36.94692,9.46,105.69
36.95638,8.91,112.19
36.96530,8.43,118.61
36.97373,9.78,102.26
36.98351,9.48,105.51
36.99298,9.63,103.80
37.00262,8.52,117.43
37.01113,9.25,108.05
37.02039,8.94,111.91
37.02932,9.04,110.65
37.03836,9.19,108.80
37.04755,9.64,103.74
37.05719,8.76,114.09
37.06596,9.05,110.53
37.07501,9.12,109.62
37.08413,8.65,115.63
37.09278,9.38,106.64
37.10215,8.91,112.28
37.11106,8.87,112.69
37.11993,9.34,107.04
37.12928,8.79,113.78
37.13807,9.01,111.02
37.14707,8.65,115.67
37.15572,9.26,107.95
37.16498,9.80,102.08
37.17478,8.72,114.72
37.18349,9.36,106.84
37.19285,8.55,116.92
37.20141,9.77,102.38
37.21117,9.28,107.73
37.22046,9.55,104.73
37.23001,9.27,107.86
37.23928,8.60,116.31
37.24788,9.27,107.92
37.25714,9.26,107.97
37.26640,8.69,115.05
37.27509,8.72,114.69
37.28381,9.85,101.56
37.29366,10.14,98.66
37.30380,9.23,108.37
37.31302,10.18,98.28
37.32320,9.73,102.74
37.33293,9.64,103.71
37.34257,9.68,103.26
37.35226,9.49,105.42
37.36175,9.58,104.40
37.37132,10.51,95.17
37.38183,9.71,103.01
37.39154,10.88,91.94
37.40241,9.55,104.71
37.41196,10.02,99.82
37.42198,9.63,103.83
37.43161,9.91,100.87
37.44153,8.99,111.22
37.45052,10.14,98.64
37.46066,9.99,100.09
37.47065,9.52,105.07
37.48017,10.06,99.37
37.49023,11.38,87.85
37.50161,9.24,108.23
37.51085,9.36,106.79
37.52022,9.80,102.02
37.53002,9.24,108.22
37.53926,10.02,99.78
37.54928,9.73,102.78
37.55901,9.60,104.12
37.56861,10.99,91.00
37.57960,9.95,100.52
37.58955,9.98,100.17
37.59953,9.64,103.69
37.60918,9.94,100.58
37.61912,9.19,108.80
37.62831,9.78,102.23
37.63809,10.10,98.97
37.64820,9.35,106.94
37.65755,9.64,103.73
37.66719,9.90,101.04
37.67709,9.74,102.70
37.68682,10.37,96.44
37.69719,11.43,87.46
37.70863,10.24,97.70
37.71886,9.65,103.59
37.72851,9.36,106.78
37.73788,9.01,111.01
37.74689,9.33,107.23
37.75621,8.88,112.67
37.76509,9.39,106.54
37.77448,8.88,112.66
37.78335,9.54,104.85
37.79289,9.10,109.85
37.80199,9.63,103.87
37.81162,9.74,102.65
37.82136,8.93,112.00
37.83029,9.26,108.02
37.83955,9.69,103.15
37.84924,8.97,111.47
37.85821,9.48,105.46
37.86770,8.95,111.68
37.87665,9.36,106.79
37.88601,8.66,115.44
37.89468,9.85,101.55
37.90452,9.49,105.38
37.91401,8.67,115.29
37.92269,9.72,102.91
37.93240,8.85,112.95
37.94126,8.84,113.15
37.95010,9.46,105.68
37.95956,9.46,105.76
37.96901,9.43,106.07
37.97844,8.68,115.25
37.98712,9.46,105.67
37.99658,9.47,105.56
38.00605,8.28,120.77
38.01433,9.20,108.74
38.02353,8.79,113.75
38.03232,10.01,99.92
38.04233,8.74,114.37
38.05107,9.73,102.78
38.06080,8.90,112.33
38.06970,9.15,109.34
38.07885,8.77,114.04
38.08762,9.61,104.07
38.09723,9.03,110.77
38.10626,8.61,116.18
38.11486,8.82,113.42
38.12368,8.95,111.79
38.13263,8.64,115.72
38.14127,8.91,112.26
38.15018,9.81,101.94
38.15999,9.62,103.91
38.16961,9.01,110.95
38.17862,9.51,105.20
38.18813,8.71,114.82
38.19684,9.51,105.11
38.20635,9.16,109.14
38.21551,8.99,111.29
38.22450,9.24,108.21
38.23374,8.78,113.92
38.24252,9.04,110.56
38.25156,9.49,105.34
38.26106,8.88,112.57
38.26994,9.92,100.78
38.27986,8.68,115.18
38.28854,9.62,104.00
38.29816,9.14,109.41
38.30730,9.74,102.68
38.31704,9.09,110.02
38.32613,9.64,103.75
38.33577,9.28,107.71
38.34505,9.23,108.32
38.35428,9.93,100.71
38.36421,8.43,118.69
38.37264,9.08,110.13
38.38172,8.96,111.55
38.39068,9.45,105.81
38.40013,8.91,112.18
38.40905,9.14,109.43
38.41819,9.26,107.99
38.42745,9.06,110.38
38.43651,9.28,107.74
38.44579,9.09,110.01
38.45488,9.43,106.00
38.46431,9.11,109.82
38.47342,9.97,100.34
38.48338,10.15,98.55
38.49353,8.94,111.83
38.50247,9.51,105.13
38.51199,8.91,112.23
38.52090,9.48,105.52
38.53037,9.27,107.89
38.53964,9.67,103.43
38.54931,9.53,104.93
38.55884,8.73,114.54
38.56757,9.05,110.56
38.57662,8.99,111.25
38.58560,9.01,110.94
38.59462,8.92,112.13
38.60354,9.47,105.60
38.61301,9.34,107.02
38.62235,8.78,113.92
38.63113,9.51,105.17
38.64064,8.94,111.86
38.64958,8.38,119.31
38.65796,9.47,105.59
38.66743,10.41,96.02
38.67784,9.28,107.78
38.68712,9.16,109.23
38.69628,8.56,116.87
38.70483,9.00,111.14
38.71383,9.35,106.93
38.72318,9.01,110.94
38.73220,9.07,110.24
38.74127,9.12,109.70
38.75038,9.21,108.63
38.75959,8.70,114.94
38.76829,9.03,110.68
38.77732,9.31,107.45
38.78663,8.99,111.26
38.79562,9.32,107.29
38.80494,9.26,108.05
38.81419,9.85,101.52
38.82404,9.80,102.00
